2026-03-31 16:32:43 | INFO     | main                 | ================================================================================
2026-03-31 16:32:43 | INFO     | main                 | AI Agents Stock API 启动
2026-03-31 16:32:43 | INFO     | main                 | 版本: 1.0.0
2026-03-31 16:32:43 | INFO     | main                 | ================================================================================
2026-03-31 16:39:09 | INFO     | main                 | AI Agents Stock API 关闭
2026-03-31 16:39:18 | INFO     | main                 | ================================================================================
2026-03-31 16:39:18 | INFO     | main                 | AI Agents Stock API 启动
2026-03-31 16:39:18 | INFO     | main                 | 版本: 1.0.0
2026-03-31 16:39:18 | INFO     | main                 | ================================================================================
2026-03-31 16:42:57 | INFO     | main                 | ================================================================================
2026-03-31 16:42:57 | INFO     | main                 | AI Agents Stock API 启动
2026-03-31 16:42:57 | INFO     | main                 | 版本: 1.0.0
2026-03-31 16:42:57 | INFO     | main                 | ================================================================================
2026-03-31 16:44:26 | INFO     | main                 | AI Agents Stock API 关闭
2026-03-31 16:44:28 | INFO     | main                 | ================================================================================
2026-03-31 16:44:28 | INFO     | main                 | AI Agents Stock API 启动
2026-03-31 16:44:28 | INFO     | main                 | 版本: 1.0.0
2026-03-31 16:44:28 | INFO     | main                 | ================================================================================
2026-03-31 16:44:50 | INFO     | main                 | AI Agents Stock API 关闭
2026-03-31 16:44:52 | INFO     | main                 | ================================================================================
2026-03-31 16:44:52 | INFO     | main                 | AI Agents Stock API 启动
2026-03-31 16:44:52 | INFO     | main                 | 版本: 1.0.0
2026-03-31 16:44:52 | INFO     | main                 | ================================================================================
2026-03-31 16:44:54 | INFO     | main                 | AI Agents Stock API 关闭
2026-03-31 16:46:54 | INFO     | main                 | ================================================================================
2026-03-31 16:46:54 | INFO     | main                 | AI Agents Stock API 启动
2026-03-31 16:46:54 | INFO     | main                 | 版本: 1.0.0
2026-03-31 16:46:54 | INFO     | main                 | ================================================================================
2026-03-31 16:47:58 | INFO     | main                 | AI Agents Stock API 关闭
2026-03-31 16:48:00 | INFO     | main                 | ================================================================================
2026-03-31 16:48:00 | INFO     | main                 | AI Agents Stock API 启动
2026-03-31 16:48:00 | INFO     | main                 | 版本: 1.0.0
2026-03-31 16:48:00 | INFO     | main                 | ================================================================================
2026-03-31 16:48:24 | INFO     | main                 | ================================================================================
2026-03-31 16:48:24 | INFO     | main                 | AI Agents Stock API 启动
2026-03-31 16:48:24 | INFO     | main                 | 版本: 1.0.0
2026-03-31 16:48:24 | INFO     | main                 | ================================================================================
2026-03-31 16:49:11 | INFO     | main                 | AI Agents Stock API 关闭
2026-03-31 16:49:12 | INFO     | main                 | ================================================================================
2026-03-31 16:49:12 | INFO     | main                 | AI Agents Stock API 启动
2026-03-31 16:49:12 | INFO     | main                 | 版本: 1.0.0
2026-03-31 16:49:12 | INFO     | main                 | ================================================================================
2026-03-31 16:49:25 | INFO     | main                 | AI Agents Stock API 关闭
2026-03-31 16:49:26 | INFO     | main                 | ================================================================================
2026-03-31 16:49:26 | INFO     | main                 | AI Agents Stock API 启动
2026-03-31 16:49:26 | INFO     | main                 | 版本: 1.0.0
2026-03-31 16:49:26 | INFO     | main                 | ================================================================================
2026-03-31 16:49:40 | INFO     | main                 | AI Agents Stock API 关闭
2026-03-31 16:49:41 | INFO     | main                 | ================================================================================
2026-03-31 16:49:41 | INFO     | main                 | AI Agents Stock API 启动
2026-03-31 16:49:41 | INFO     | main                 | 版本: 1.0.0
2026-03-31 16:49:41 | INFO     | main                 | ================================================================================
2026-03-31 16:49:55 | INFO     | main                 | AI Agents Stock API 关闭
2026-03-31 16:49:56 | INFO     | main                 | ================================================================================
2026-03-31 16:49:56 | INFO     | main                 | AI Agents Stock API 启动
2026-03-31 16:49:56 | INFO     | main                 | 版本: 1.0.0
2026-03-31 16:49:56 | INFO     | main                 | ================================================================================
2026-03-31 16:50:58 | INFO     | api.v1.stock         | 低估值选股请求: top_n=10
2026-03-31 16:51:01 | INFO     | api.v1.stock         | 低估值选股成功: 10 只股票
2026-03-31 16:51:48 | INFO     | api.v1.analysis      | 批量AI分析请求: symbols=['600420.SH'], days_ago=60
2026-03-31 16:51:55 | INFO     | db.news_flow_db      | ✅ 新闻流量数据库初始化完成 (MongoDB)
2026-03-31 16:51:55 | INFO     | api.v1.analysis      | 正在分析股票: 600420.SH
2026-03-31 16:53:14 | INFO     | api.v1.analysis      | 批量AI分析结果已保存到历史记录: 600420.SH
2026-03-31 16:53:14 | INFO     | main                 | AI Agents Stock API 关闭
2026-03-31 16:57:46 | INFO     | main                 | ================================================================================
2026-03-31 16:57:46 | INFO     | main                 | AI Agents Stock API 启动
2026-03-31 16:57:46 | INFO     | main                 | 版本: 1.0.0
2026-03-31 16:57:46 | INFO     | main                 | ================================================================================
2026-03-31 16:58:01 | INFO     | api.v1.analysis      | AI分析请求: symbol=600420, days_ago=60
2026-03-31 16:58:04 | INFO     | db.news_flow_db      | ✅ 新闻流量数据库初始化完成 (MongoDB)
2026-03-31 16:59:40 | INFO     | api.v1.analysis      | AI分析结果已保存到历史记录: 600420
2026-03-31 16:59:40 | INFO     | api.v1.analysis      | AI分析完成: 600420
2026-03-31 16:59:52 | INFO     | api.v1.stock         | 主力选股请求: days_ago=1 min_market_cap=50.0 max_market_cap=500.0 max_range_change=20.0 top_n=5
2026-03-31 17:00:27 | INFO     | api.v1.stock         | 主力选股成功: 5 只股票
2026-03-31 17:19:22 | INFO     | api.v1.analysis      | 技术分析请求: symbol=000001, days_ago=60
2026-03-31 17:19:27 | INFO     | api.v1.analysis      | 技术分析完成: 000001
2026-03-31 17:21:22 | INFO     | api.v1.analysis      | AI分析请求: symbol=600420, days_ago=60
2026-03-31 17:23:02 | INFO     | api.v1.analysis      | AI分析结果已保存到历史记录: 600420
2026-03-31 17:23:02 | INFO     | api.v1.analysis      | AI分析完成: 600420
2026-03-31 17:31:54 | INFO     | main                 | ================================================================================
2026-03-31 17:31:54 | INFO     | main                 | AI Agents Stock API 启动
2026-03-31 17:31:54 | INFO     | main                 | 版本: 1.0.0
2026-03-31 17:31:54 | INFO     | main                 | ================================================================================
2026-03-31 17:32:14 | INFO     | api.v1.stock         | 低估值选股请求: top_n=10
2026-03-31 17:32:16 | INFO     | api.v1.stock         | 低估值选股成功: 10 只股票
2026-03-31 17:32:34 | INFO     | api.v1.analysis      | 批量AI分析请求: symbols=['002818.SZ', '000655.SZ', '002393.SZ', '002233.SZ', '600529.SH', '600717.SH', '600420.SH', '601326.SH', '601333.SH', '601000.SH'], days_ago=60
2026-03-31 17:32:40 | INFO     | db.news_flow_db      | ✅ 新闻流量数据库初始化完成 (MongoDB)
2026-03-31 17:32:40 | INFO     | api.v1.analysis      | 正在分析股票: 002818.SZ
2026-03-31 17:33:55 | INFO     | api.v1.analysis      | 批量AI分析结果已保存到历史记录: 002818.SZ
2026-03-31 17:33:55 | INFO     | api.v1.analysis      | 正在分析股票: 000655.SZ
2026-03-31 17:35:20 | INFO     | api.v1.analysis      | 批量AI分析结果已保存到历史记录: 000655.SZ
2026-03-31 17:35:20 | INFO     | api.v1.analysis      | 正在分析股票: 002393.SZ
2026-03-31 17:36:48 | INFO     | api.v1.analysis      | 批量AI分析结果已保存到历史记录: 002393.SZ
2026-03-31 17:36:48 | INFO     | api.v1.analysis      | 正在分析股票: 002233.SZ
2026-03-31 17:38:11 | INFO     | api.v1.analysis      | 批量AI分析结果已保存到历史记录: 002233.SZ
2026-03-31 17:38:11 | INFO     | api.v1.analysis      | 正在分析股票: 600529.SH
2026-03-31 17:39:30 | INFO     | api.v1.analysis      | 批量AI分析结果已保存到历史记录: 600529.SH
2026-03-31 17:39:30 | INFO     | api.v1.analysis      | 正在分析股票: 600717.SH
2026-03-31 17:40:48 | INFO     | api.v1.analysis      | 批量AI分析结果已保存到历史记录: 600717.SH
2026-03-31 17:40:48 | INFO     | api.v1.analysis      | 正在分析股票: 600420.SH
2026-03-31 17:41:04 | INFO     | main                 | ================================================================================
2026-03-31 17:41:04 | INFO     | main                 | AI Agents Stock API 启动
2026-03-31 17:41:04 | INFO     | main                 | 版本: 1.0.0
2026-03-31 17:41:04 | INFO     | main                 | ================================================================================
2026-03-31 17:41:12 | INFO     | api.v1.analysis      | AI分析请求: symbol=002818.SZ, days_ago=60
2026-03-31 17:41:15 | INFO     | db.news_flow_db      | ✅ 新闻流量数据库初始化完成 (MongoDB)
2026-03-31 17:42:27 | INFO     | main                 | ================================================================================
2026-03-31 17:42:27 | INFO     | main                 | AI Agents Stock API 启动
2026-03-31 17:42:27 | INFO     | main                 | 版本: 1.0.0
2026-03-31 17:42:27 | INFO     | main                 | ================================================================================
2026-03-31 17:42:35 | INFO     | api.v1.analysis      | AI分析请求: symbol=002818.SZ, days_ago=60
2026-03-31 17:42:37 | INFO     | db.news_flow_db      | ✅ 新闻流量数据库初始化完成 (MongoDB)
2026-03-31 17:44:09 | INFO     | api.v1.analysis      | AI分析结果已保存到历史记录: 002818.SZ
2026-03-31 17:44:09 | INFO     | api.v1.analysis      | AI分析完成: 002818.SZ
2026-03-31 17:47:50 | INFO     | api.v1.analysis      | AI分析请求: symbol=002818, days_ago=60
2026-03-31 17:49:15 | INFO     | api.v1.analysis      | AI分析结果已保存到历史记录: 002818
2026-03-31 17:49:15 | INFO     | api.v1.analysis      | AI分析完成: 002818
2026-03-31 17:49:15 | INFO     | api.v1.analysis      | 综合分析请求: symbol=002818, days_ago=60
2026-03-31 17:49:15 | INFO     | api.v1.analysis      | 技术分析请求: symbol=002818, days_ago=60
2026-03-31 17:49:17 | INFO     | api.v1.analysis      | 技术分析完成: 002818
2026-03-31 17:49:17 | INFO     | api.v1.analysis      | 基本面分析请求: symbol=002818
2026-03-31 17:49:20 | INFO     | api.v1.analysis      | 基本面分析完成: 002818
2026-03-31 17:49:20 | INFO     | api.v1.analysis      | 综合分析完成: 002818
2026-03-31 17:53:36 | INFO     | main                 | AI Agents Stock API 关闭
2026-03-31 17:59:19 | ERROR    | aiagents_stock       | 2026-03-31 17:59:19 | INFO     | main                 | ================================================================================
2026-03-31 17:59:19 | INFO     | main                 | ================================================================================
2026-03-31 17:59:19 | ERROR    | aiagents_stock       | 2026-03-31 17:59:19 | INFO     | main                 | AI Agents Stock API 启动
2026-03-31 17:59:19 | INFO     | main                 | AI Agents Stock API 启动
2026-03-31 17:59:19 | ERROR    | aiagents_stock       | 2026-03-31 17:59:19 | INFO     | main                 | 版本: 1.0.0
2026-03-31 17:59:19 | INFO     | main                 | 版本: 1.0.0
2026-03-31 17:59:19 | ERROR    | aiagents_stock       | 2026-03-31 17:59:19 | INFO     | main                 | ================================================================================
2026-03-31 17:59:19 | INFO     | main                 | ================================================================================
2026-03-31 17:59:22 | ERROR    | aiagents_stock       | 2026-03-31 17:59:22 | INFO     | api.v1.stock         | 主力选股请求: days_ago=1 min_market_cap=50.0 max_market_cap=500.0 max_range_change=20.0 top_n=5
